period_unit,period_key,group_type,parent_group,group_name,inv_amount,inv_ratio,sku_count,sales_1m,sales_3m,sales_ytd,turnover_1m,turnover_3m,turnover_ytd,weighted_avg_unit_price
weekly,2026-01-02,procurement,,중개소싱,115625282,0.2760015141,14,6650,23876,6650,0.6718183474,2.41208043,0.6718183474,11681.08058
weekly,2026-01-02,procurement,,직소싱,52214764,0.1246384326,11,4551,12459,4551,1.162026081,3.181209172,1.162026081,13332.21656
weekly,2026-01-02,first_order,,N,489971863,0.8897330788,270,97030,390050,97030,1.170355202,4.704700057,1.170355202,5909.936295
weekly,2026-01-02,first_order,,Y,60723480,0.1102669212,21,8342,31796,8342,1.859416892,7.087271578,1.859416892,13535.15517
weekly,2026-01-02,new_product,,N,435401372,0.7906392846,239,78169,328633,78169,1.080989341,4.544624726,1.080989341,6021.111212
weekly,2026-01-02,new_product,,Y,115293971,0.2093607154,52,27203,93213,27203,2.242930417,7.685559421,2.242930417,9506.170438
weekly,2026-01-02,season,,미분류,407382023,0.7397593391,264,98660,372018,98660,1.430024962,5.392205822,1.430024962,5904.78879
weekly,2026-01-02,season,,겨울,58387659,0.1060253364,13,6312,46254,6312,0.5809519741,4.257185141,0.5809519741,5373.958454
weekly,2026-01-02,season,,여름,37345829,0.06781577051,8,400,2764,400,0.1015599922,0.7017795458,0.1015599922,9482.10525
weekly,2026-01-02,season,,봄가을,47579832,0.08639955395,6,0,810,0,0,0.2304975557,0,13539.54936
weekly,2026-01-02,subcategory,Drinkware,보틀,20463246,0.04884647009,5,851,1911,851,0.238484514,0.5355392553,0.238484514,5734.626648
weekly,2026-01-02,subcategory,Stationery,펜,18037874,0.04305702394,13,14057,45455,14057,1.249696708,4.041044593,1.249696708,1603.604734
weekly,2026-01-02,subcategory,Fragrance,샤쉐,490609,0.001171100511,4,2700,9086,2700,2.824095917,9.503605743,2.824095917,513.1581015
weekly,2026-01-02,subcategory,Stationery,메모패드,1425702,0.003403199576,3,1820,5923,1820,2.388451444,7.772965879,2.388451444,1871
weekly,2026-01-02,subcategory,Stationery,다이어리,54418419,0.1298986327,9,6112,41589,6112,0.6245807765,4.249949266,0.6245807765,5560.97814
weekly,2026-01-02,subcategory,Stationery,미분류,947345,0.002261345009,13,5653,21117,5653,0.6226763326,2.326031508,0.6226763326,104.3497807
weekly,2026-01-02,subcategory,Kit Package,플라스틱 박스,958100,0.002287017563,4,0,0,0,0,0,0,1300
weekly,2026-01-02,subcategory,Tech,충전기,17226448,0.04112012224,3,1725,5148,1725,0.8915655467,2.660741701,0.8915655467,8903.482625
weekly,2026-01-02,subcategory,Lifestyle,타월,0,0,2,2616,10907,2616,0,0,0,0
weekly,2026-01-02,subcategory,Bag&pouch,노트북백,20562930,0.04908441922,3,1710,1910,1710,1.576491976,1.760877002,1.576491976,18957.48196
weekly,2026-01-02,subcategory,Stationery,포스트잇,6234210,0.0148812731,5,2100,5306,2100,0.7766640465,1.962371157,0.7766640465,2305.660364
weekly,2026-01-02,subcategory,Figure,월드 오브 피규어,14081236,0.03361239332,2,0,0,0,0,0,0,4401.890595
weekly,2026-01-02,subcategory,Drinkware,텀블러,13934979,0.03326327284,4,1961,7971,1961,0.9584657339,3.895935933,0.9584657339,6810.912736
weekly,2026-01-02,subcategory,Lifestyle,구강관리,1208000,0.002883537434,1,1125,6136,1125,1.490066225,8.127152318,1.490066225,1600
weekly,2026-01-02,subcategory,Tech,PC/ 노트북 악세사리,13988184,0.033390275,5,3201,7722,3201,1.814044586,4.376148795,1.814044586,7927.269432
weekly,2026-01-02,subcategory,Kit Package,지퍼백,730050,0.001742654391,3,300,2000,300,0.2053699709,1.369133139,0.2053699709,499.7678241
weekly,2026-01-02,subcategory,Tech,배터리,4679170,0.01116933929,4,1090,5893,1090,1.520136503,8.218499462,1.520136503,6525.667084
weekly,2026-01-02,subcategory,Lifestyle,여권케이스,1890000,0.004511494827,1,500,1080,500,1.111111111,2.4,1.111111111,4200
weekly,2026-01-02,subcategory,Drinkware,리유저블컵,5921200,0.0141341075,4,400,2684,400,0.1128918197,0.7575041103,0.1128918197,1671.137607
weekly,2026-01-02,subcategory,Fragrance,디퓨저,11400,0.00002721219102,1,402,2187,402,10.57894737,57.55263158,10.57894737,300
weekly,2026-01-02,subcategory,Lifestyle,우산,37562520,0.08966302363,2,1920,6644,1920,0.3790600438,1.311705693,0.3790600438,7415.859623
weekly,2026-01-02,subcategory,Lifestyle,캠핑,47319622,0.1129535608,4,0,300,0,0,0.08615760491,0,13589.81766
weekly,2026-01-02,subcategory,Lifestyle,구강가전,8481096,0.02024466705,1,200,2145,200,0.1972386588,2.115384615,0.1972386588,8364
weekly,2026-01-02,subcategory,Lifestyle,명함지갑,466182,0.001112792424,1,450,1620,450,5.056179775,18.20224719,5.056179775,5238
weekly,2026-01-02,subcategory,Tech,건강가전,25123140,0.0599697969,2,170,590,170,0.1487314086,0.5161854768,0.1487314086,21980
weekly,2026-01-02,subcategory,Lifestyle,모바일 악세사리,3873672,0.009246587931,2,800,2000,800,0.3316749585,0.8291873964,0.3316749585,1606
weekly,2026-01-02,subcategory,Drinkware,머그컵,1637500,0.003908768666,1,200,1000,200,0.3053435115,1.526717557,0.3053435115,2500
weekly,2026-01-02,subcategory,Kit Package,슬리브박스,19555967,0.046680764,3,1500,4800,1500,0.2708384258,0.8666829624,0.2708384258,3531.004878
weekly,2026-01-02,subcategory,Stationery,노트,8451948,0.02017508978,8,200,6704,200,0.05047708608,1.691991925,0.05047708608,2133.148534
weekly,2026-01-02,subcategory,Lifestyle,가드닝,20320,0.00004850453698,1,100,1572,100,0.09842519685,1.547244094,0.09842519685,20
weekly,2026-01-02,subcategory,Bag&pouch,하드케이스 파우치,21832212,0.05211423889,4,200,5065,200,0.03754624217,0.9508585829,0.03754624217,4098.587594
weekly,2026-01-02,subcategory,Lifestyle,네임택,443500,0.001058649712,1,100,400,100,0.02254791432,0.09019165727,0.02254791432,100
weekly,2026-01-02,subcategory,Tech,충전패드,5256000,0.01254625228,2,300,2000,300,1.369863014,9.132420091,1.369863014,24000
weekly,2026-01-02,subcategory,Awards & Recognition,트로피,13961500,0.03332657938,2,234,2270,234,0.05866131863,0.5690649286,0.05866131863,3500
weekly,2026-01-02,subcategory,Tech,시계,436100,0.001040985658,1,180,1526,180,2.02247191,17.14606742,2.02247191,4900
weekly,2026-01-02,subcategory,Tech,계절가전,5982724,0.0142809674,2,0,80,0,0,0.06749081862,0,5047.236754
weekly,2026-01-02,subcategory,Lifestyle,미분류,18406905,0.04393791359,1,0,0,0,0,0,0,15455
weekly,2026-01-02,subcategory,Lifestyle,도시락,1507255,0.003597869384,2,0,0,0,0,0,0,1696.10403
weekly,2026-01-02,subcategory,Lifestyle,세제,1142408,0.002726967081,2,0,100,0,0,0.09240827314,0,1055.679505
weekly,2026-01-02,subcategory,Lifestyle,골프,225630,0.0005385865491,1,0,510,0,0,11.33333333,0,5014
weekly,2026-01-02,subcategory,Wine,와인잔,34580,0.00008254364609,1,0,0,0,0,0,0,380
weekly,2026-01-09,category,,Drinkware,38196806,0.09034746201,14,3412,13566,3412,0.4552724317,1.810148244,0.4552724317,5347.565067
weekly,2026-01-09,category,,Stationery,102823514,0.2432099565,51,29942,126094,29942,1.321271705,5.564238673,1.321271705,4243.739468
weekly,2026-01-09,category,,Fragrance,3878241,0.009173259969,5,3102,11273,3102,1.534255035,5.575647006,1.534255035,1083.239945
weekly,2026-01-09,category,,Kit Package,20837214,0.04928656601,10,1800,6800,1800,0.2846104003,1.075194846,0.2846104003,3326.884572
weekly,2026-01-09,category,,Tech,65772601,0.1555728919,19,6666,22959,6666,1.333628751,4.593276701,1.333628751,13850.88965
weekly,2026-01-09,category,,Lifestyle,125514933,0.2968823006,22,7811,33414,7811,0.6479985341,2.772016773,0.6479985341,10289.58137
weekly,2026-01-09,category,,Bag&pouch,40298352,0.0953182794,7,1910,6975,1910,0.4995880266,1.824411773,0.4995880266,10814.83756
weekly,2026-01-09,category,,Figure,11459005,0.02710415156,2,0,0,0,0,0,0,4394.706862
weekly,2026-01-09,category,,Awards & Recognition,13961500,0.03302333946,2,234,2270,234,0.05866131863,0.5690649286,0.05866131863,3500
weekly,2026-01-09,category,,Wine,34580,0.00008179257806,1,0,0,0,0,0,0,380
weekly,2026-01-09,sub_category,,Product Parts,422776746,1,133,54877,223351,54877,1.064588856,4.332907879,1.064588856,8164.363008
weekly,2026-01-09,sourcing,,국내소싱,96444273,0.1759085622,41,18140,67202,18140,1.542640955,5.714914965,1.542640955,8048.38549
weekly,2026-01-09,sourcing,,해당없음,290527032,0.5299038593,215,67884,294601,67884,0.7671763931,3.329369698,0.7671763931,3225.374685
weekly,2026-01-09,sourcing,,중개소싱,110888463,0.2022538973,18,7300,27828,7300,0.7302521494,2.783761207,0.7302521494,11498.19072
weekly,2026-01-09,sourcing,,직소싱,50403897,0.09193368122,17,12048,32215,12048,2.702021678,7.224902753,2.702021678,12222.10503
weekly,2026-01-09,production,,해외생산,257736633,0.4700961407,76,37488,127245,37488,1.46908917,4.986509053,1.46908917,10348.85525
weekly,2026-01-09,production,,국내생산,290527032,0.5299038593,215,67884,294601,67884,0.7671763931,3.329369698,0.7671763931,3225.374685
weekly,2026-01-09,procurement,,국내소싱,94825563,0.2242922864,36,16415,59726,16415,1.44144546,5.244701281,1.44144546,8164.367588
weekly,2026-01-09,procurement,,국내생산,175162737,0.4143149751,72,27261,127290,27261,0.7394656967,3.452792947,0.7394656967,4545.249013
weekly,2026-01-09,procurement,,중개소싱,107088148,0.2532971575,14,6650,23876,6650,0.7082434491,2.542860239,0.7082434491,11859.79908
weekly,2026-01-09,procurement,,직소싱,45700298,0.108095581,11,4551,12459,4551,1.243453994,3.404129491,1.243453994,13376.49692
weekly,2026-01-09,first_order,,N,492822639,0.898878898,270,97030,390050,97030,1.148385643,4.61638483,1.148385643,5815.866722
weekly,2026-01-09,first_order,,Y,55441026,0.101121102,21,8342,31796,8342,1.912221718,7.288540126,1.912221718,13314.09082
weekly,2026-01-09,new_product,,N,443302045,0.8085563084,239,78169,328633,78169,1.049168505,4.410845647,1.049168505,5896.889755
weekly,2026-01-09,new_product,,Y,104961620,0.1914436916,52,27203,93213,27203,2.330383087,7.985222169,2.330383087,9434.25181
weekly,2026-01-09,season,,미분류,393223386,0.7172158418,264,98660,372018,98660,1.392557906,5.250928512,1.392557906,5650.15909
weekly,2026-01-09,season,,겨울,70346218,0.1283072771,13,6312,46254,6312,0.5362411977,3.929546951,0.5362411977,5468.346672
weekly,2026-01-09,season,,여름,37114229,0.06769412487,8,400,2764,400,0.1023839112,0.7074728266,0.1023839112,9529.389961
weekly,2026-01-09,season,,봄가을,47579832,0.08678275625,6,0,810,0,0,0.2304975557,0,13539.54936
weekly,2026-01-09,subcategory,Drinkware,보틀,19794097,0.04681926617,5,851,1911,851,0.2455574981,0.5514223019,0.2455574981,5808.162413
weekly,2026-01-09,subcategory,Stationery,펜,19782261,0.0467912703,13,14057,45455,14057,1.106734863,3.578760276,1.106734863,1488.826276
weekly,2026-01-09,subcategory,Fragrance,샤쉐,3866841,0.009146295383,4,2700,9086,2700,1.345274153,4.527096651,1.345274153,1085.549048
weekly,2026-01-09,subcategory,Stationery,메모패드,1692418,0.004003100965,3,1820,5923,1820,1.933580562,6.292636081,1.933580562,1656.356105
weekly,2026-01-09,subcategory,Stationery,다이어리,66782938,0.1579626567,9,6112,41589,6112,0.5653536666,3.846939405,0.5653536666,5605.499966
weekly,2026-01-09,subcategory,Stationery,미분류,978019,0.002313322597,13,5653,21117,5653,0.6145068403,2.295514054,0.6145068403,104.6479169
weekly,2026-01-09,subcategory,Kit Package,플라스틱 박스,958100,0.002266207896,4,0,0,0,0,0,0,1300
weekly,2026-01-09,subcategory,Tech,충전기,12717448,0.03008076513,3,1725,5148,1725,1.021876194,3.049633999,1.021876194,8869.262171
weekly,2026-01-09,subcategory,Lifestyle,타월,2719221,0.006431813069,2,2616,10907,2616,6.133827418,25.57402739,6.133827418,3187.926668
weekly,2026-01-09,subcategory,Bag&pouch,노트북백,18466140,0.04367823012,3,1710,1910,1710,1.643474801,1.835694076,1.643474801,18755.34885
weekly,2026-01-09,subcategory,Stationery,포스트잇,5541890,0.0131083132,5,2100,5306,2100,0.8008931968,2.023590144,0.8008931968,2245.571042
weekly,2026-01-09,subcategory,Figure,월드 오브 피규어,11459005,0.02710415156,2,0,0,0,0,0,0,4394.706862
weekly,2026-01-09,subcategory,Drinkware,텀블러,11325609,0.02678862806,4,1961,7971,1961,1.046774568,4.254890404,1.046774568,6742.004359
weekly,2026-01-09,subcategory,Lifestyle,구강관리,3755200,0.008882229298,1,1125,6136,1125,0.7253384913,3.956157318,0.7253384913,1600
weekly,2026-01-09,subcategory,Tech,PC/ 노트북 악세사리,11669018,0.02760089837,5,3201,7722,3201,2.308577036,5.569144601,2.308577036,9252.050506
weekly,2026-01-09,subcategory,Kit Package,지퍼백,694800,0.001643420568,3,300,2000,300,0.2051047642,1.367365095,0.2051047642,487.0725389
weekly,2026-01-09,subcategory,Tech,배터리,6546871,0.01548540941,4,1090,5893,1090,1.460354106,7.895290592,1.460354106,7520.181223
weekly,2026-01-09,subcategory,Lifestyle,여권케이스,1470000,0.003477012428,1,500,1080,500,1.25,2.7,1.25,4200
weekly,2026-01-09,subcategory,Drinkware,리유저블컵,5694600,0.01346952039,4,400,2684,400,0.1146412934,0.7692430784,0.1146412934,1664.562919
weekly,2026-01-09,subcategory,Fragrance,디퓨저,11400,0.00002696458617,1,402,2187,402,10.57894737,57.55263158,10.57894737,300
weekly,2026-01-09,subcategory,Lifestyle,우산,36437420,0.08618596066,2,1920,6644,1920,0.3849850361,1.332208635,0.3849850361,7418.976451
weekly,2026-01-09,subcategory,Lifestyle,캠핑,47319622,0.1119257917,4,0,300,0,0,0.08615760491,0,13589.81766
weekly,2026-01-09,subcategory,Lifestyle,구강가전,5930076,0.0140264952,1,200,2145,200,0.2321532211,2.489843297,0.2321532211,8364
weekly,2026-01-09,subcategory,Lifestyle,명함지갑,2294244,0.005426608776,1,450,1620,450,1.707779886,6.14800759,1.707779886,5238
weekly,2026-01-09,subcategory,Tech,건강가전,21606340,0.05110579095,2,170,590,170,0.1599247413,0.5550329257,0.1599247413,21980
weekly,2026-01-09,subcategory,Lifestyle,모바일 악세사리,3873672,0.009162452847,2,800,2000,800,0.3316749585,0.8291873964,0.3316749585,1606
weekly,2026-01-09,subcategory,Drinkware,머그컵,1382500,0.003270047402,1,200,1000,200,0.3311258278,1.655629139,0.3311258278,2500
weekly,2026-01-09,subcategory,Kit Package,슬리브박스,19184314,0.04537693755,3,1500,4800,1500,0.2734332759,0.8749864829,0.2734332759,3530.960648
weekly,2026-01-09,subcategory,Stationery,노트,8045988,0.0190312927,8,200,6704,200,0.05183520033,1.737515915,0.05183520033,2137.934544
weekly,2026-01-09,subcategory,Lifestyle,가드닝,20380,0.00004820511107,1,100,1572,100,0.09828009828,1.544963145,0.09828009828,20
weekly,2026-01-09,subcategory,Bag&pouch,하드케이스 파우치,21832212,0.05164004929,4,200,5065,200,0.03754624217,0.9508585829,0.03754624217,4098.587594
weekly,2026-01-09,subcategory,Lifestyle,네임택,412900,0.0009766383887,1,100,400,100,0.0233535731,0.09341429239,0.0233535731,100
weekly,2026-01-09,subcategory,Tech,충전패드,5256000,0.01243209342,2,300,2000,300,1.369863014,9.132420091,1.369863014,24000
weekly,2026-01-09,subcategory,Awards & Recognition,트로피,13961500,0.03302333946,2,234,2270,234,0.05866131863,0.5690649286,0.05866131863,3500
weekly,2026-01-09,subcategory,Tech,시계,1999200,0.004728736902,1,180,1526,180,0.7243460765,6.14084507,0.7243460765,4900
weekly,2026-01-09,subcategory,Tech,계절가전,5977724,0.01413919771,2,0,80,0,0,0.06751956134,0,5047.276265
weekly,2026-01-09,subcategory,Lifestyle,미분류,18406905,0.04353812071,1,0,0,0,0,0,0,15455
weekly,2026-01-09,subcategory,Lifestyle,도시락,1507255,0.003565132222,2,0,0,0,0,0,0,1696.10403
weekly,2026-01-09,subcategory,Lifestyle,세제,1142408,0.002702154295,2,0,100,0,0,0.09240827314,0,1055.679505
weekly,2026-01-09,subcategory,Lifestyle,골프,225630,0.0005336859279,1,0,510,0,0,11.33333333,0,5014
weekly,2026-01-09,subcategory,Wine,와인잔,34580,0.00008179257806,1,0,0,0,0,0,0,380
weekly,2026-01-16,category,,Drinkware,33663523,0.08624739711,14,3412,13566,3412,0.4609663935,1.832787249,0.4609663935,5125.628086
weekly,2026-01-16,category,,Stationery,96086901,0.2461787825,51,29942,126094,29942,1.275423268,5.371158293,1.275423268,4095.307825
weekly,2026-01-16,category,,Fragrance,2661963,0.006820063959,5,3102,11273,3102,1.353074738,4.917218416,1.353074738,1023.924405
weekly,2026-01-16,category,,Kit Package,19976614,0.05118094623,10,1800,6800,1800,0.2970884549,1.122334163,0.2970884549,3414.203517
weekly,2026-01-16,category,,Tech,61343281,0.1571641303,19,6666,22959,6666,1.408479606,4.851077598,1.408479606,14072.65713
weekly,2026-01-16,category,,Lifestyle,125340125,0.3211268035,22,7811,33414,7811,0.642667765,2.749212738,0.642667765,10240.83714
weekly,2026-01-16,category,,Bag&pouch,36733008,0.09411155,7,1910,6975,1910,0.4668523126,1.70486643,0.4668523126,9730.285977
weekly,2026-01-16,category,,Figure,750000,0.001921532331,2,0,0,0,0,0,0,5000
weekly,2026-01-16,category,,Awards & Recognition,13723500,0.0351601986,2,234,2270,234,0.05899655433,0.5723170014,0.05899655433,3500
weekly,2026-01-16,category,,Wine,34580,0.00008859545069,1,0,0,0,0,0,0,380
weekly,2026-01-16,sub_category,,Product Parts,390313495,1,133,54877,223351,54877,1.093165913,4.449217337,1.093165913,8180.733906
weekly,2026-01-16,sourcing,,국내소싱,92249653,0.1801807085,41,18140,67202,18140,1.582736883,5.86345557,1.582736883,8188.015879
weekly,2026-01-16,sourcing,,해당없음,269744981,0.5268620553,215,67884,294601,67884,0.7517190585,3.262288409,0.7517190585,3102.606895
weekly,2026-01-16,sourcing,,중개소싱,101797166,0.1988287749,18,7300,27828,7300,0.7452633604,2.840984766,0.7452633604,11287.22036
weekly,2026-01-16,sourcing,,직소싱,48192273,0.0941284613,17,12048,32215,12048,2.864623349,7.659681375,2.864623349,12457.92224
weekly,2026-01-16,production,,해외생산,242239092,0.4731379447,76,37488,127245,37488,1.509429482,5.123435616,1.509429482,10339.8846
weekly,2026-01-16,production,,국내생산,269744981,0.5268620553,215,67884,294601,67884,0.7517190585,3.262288409,0.7517190585,3102.606895
weekly,2026-01-16,procurement,,국내소싱,90630943,0.2322003829,36,16415,59726,16415,1.479921723,5.384697218,1.479921723,8311.859772
weekly,2026-01-16,procurement,,국내생산,157545861,0.4036392874,72,27261,127290,27261,0.7372714382,3.442547279,0.7372714382,4441.445919
weekly,2026-01-16,procurement,,중개소싱,98008711,0.2511025426,14,6650,23876,6650,0.7260964218,2.606959123,0.7260964218,11672.9423
weekly,2026-01-16,procurement,,직소싱,44127980,0.113057787,11,4551,12459,4551,1.298104082,3.553741761,1.298104082,13505.2115
weekly,2026-01-16,first_order,,N,458378965,0.8952992665,272,98461,394869,98461,1.172813677,4.703463949,1.172813677,5722.578247
weekly,2026-01-16,first_order,,Y,53605108,0.1047007335,19,6911,26977,6911,1.637988023,6.393865271,1.637988023,13404.08459
weekly,2026-01-16,new_product,,N,418556847,0.8175192727,239,78169,328633,78169,1.042022457,4.380802696,1.042022457,5764.323995
weekly,2026-01-16,new_product,,Y,93427226,0.1824807273,52,27203,93213,27203,2.586791103,8.863822338,2.586791103,9942.921983
weekly,2026-01-16,season,,미분류,361364321,0.7058116454,264,98660,372018,98660,1.40888854,5.312506556,1.40888854,5531.069114
weekly,2026-01-16,season,,겨울,65925691,0.1287651208,13,6312,46254,6312,0.5090994099,3.730653375,0.5090994099,5233.474398
weekly,2026-01-16,season,,여름,37114229,0.07249098352,8,400,2764,400,0.1024901728,0.7082070939,0.1024901728,9529.389961
weekly,2026-01-16,season,,봄가을,47579832,0.09293225026,6,0,810,0,0,0.2304975557,0,13539.54936
weekly,2026-01-16,subcategory,Drinkware,보틀,16737584,0.04288241174,5,851,1911,851,0.2508445499,0.5632948707,0.2508445499,5600.02617
weekly,2026-01-16,subcategory,Stationery,펜,17830800,0.04568327826,13,14057,45455,14057,1.132072245,3.660691749,1.132072245,1493.938463
weekly,2026-01-16,subcategory,Fragrance,샤쉐,2661963,0.006820063959,4,2700,9086,2700,1.181550036,3.976134676,1.181550036,1023.924405
weekly,2026-01-16,subcategory,Stationery,메모패드,1501576,0.003847102443,3,1820,5923,1820,1.925398392,6.266008065,1.925398392,1629.076053
weekly,2026-01-16,subcategory,Stationery,다이어리,57322411,0.1468624881,9,6112,41589,6112,0.5845270707,3.977404507,0.5845270707,5691.098122
weekly,2026-01-16,subcategory,Stationery,미분류,807236,0.002068173431,13,5653,21117,5653,0.6378813241,2.382830341,0.6378813241,102.7816797
weekly,2026-01-16,subcategory,Kit Package,플라스틱 박스,97500,0.0002497992031,4,0,0,0,0,0,0,1300
weekly,2026-01-16,subcategory,Tech,충전기,12699448,0.03253653323,3,1725,5148,1725,1.076310356,3.212084472,1.076310356,8869.076866
weekly,2026-01-16,subcategory,Lifestyle,타월,4925226,0.01261864133,2,2616,10907,2616,3.262271117,13.60152564,3.262271117,3177.657831
weekly,2026-01-16,subcategory,Bag&pouch,노트북백,13286196,0.0340398069,3,1710,1910,1710,1.913203354,2.136969828,1.913203354,19510.67103
weekly,2026-01-16,subcategory,Stationery,포스트잇,5538890,0.01419087495,5,2100,5306,2100,0.81728882,2.065016418,0.81728882,2246.245674
weekly,2026-01-16,subcategory,Figure,월드 오브 피규어,750000,0.001921532331,2,0,0,0,0,0,0,5000
weekly,2026-01-16,subcategory,Drinkware,텀블러,9853839,0.0252459603,4,1961,7971,1961,1.120333227,4.553888909,1.120333227,6687.040507
weekly,2026-01-16,subcategory,Lifestyle,구강관리,3724800,0.00954309817,1,1125,6136,1125,0.6215469613,3.390055249,0.6215469613,1600
weekly,2026-01-16,subcategory,Tech,PC/ 노트북 악세사리,8702189,0.02229538336,5,3201,7722,3201,2.591059178,6.250596367,2.591059178,9270.771153
weekly,2026-01-16,subcategory,Kit Package,지퍼백,694800,0.001780107552,3,300,2000,300,0.206810221,1.378734807,0.206810221,487.0725389
weekly,2026-01-16,subcategory,Tech,배터리,5760860,0.01475957166,4,1090,5893,1090,1.460701386,7.897168135,1.460701386,7588.009124
weekly,2026-01-16,subcategory,Lifestyle,여권케이스,1465800,0.003755442788,1,500,1080,500,1.305483029,2.819843342,1.305483029,4200
weekly,2026-01-16,subcategory,Drinkware,리유저블컵,5694600,0.01458981069,4,400,2684,400,0.1153916434,0.7742779269,0.1153916434,1664.562919
weekly,2026-01-16,subcategory,Fragrance,디퓨저,0,0,1,402,2187,402,0,0,0,0
weekly,2026-01-16,subcategory,Lifestyle,우산,35744015,0.0915777073,2,1920,6644,1920,0.3900205493,1.349633609,0.3900205493,7430.971808
weekly,2026-01-16,subcategory,Lifestyle,캠핑,47319622,0.1212349114,4,0,300,0,0,0.08615760491,0,13589.81766
weekly,2026-01-16,subcategory,Lifestyle,구강가전,5118768,0.01311450428,1,200,2145,200,0.2569593148,2.755888651,0.2569593148,8364
weekly,2026-01-16,subcategory,Lifestyle,명함지갑,1759968,0.004509113885,1,450,1620,450,1.564310545,5.631517961,1.564310545,5238
weekly,2026-01-16,subcategory,Tech,건강가전,21144760,0.05417378664,2,170,590,170,0.1651554404,0.5731865285,0.1651554404,21980
weekly,2026-01-16,subcategory,Lifestyle,모바일 악세사리,3546048,0.009085127841,2,800,2000,800,0.3412969283,0.8532423208,0.3412969283,1606
weekly,2026-01-16,subcategory,Drinkware,머그컵,1377500,0.003529214382,1,200,1000,200,0.3411028994,1.705514497,0.3411028994,2500
weekly,2026-01-16,subcategory,Kit Package,슬리브박스,19184314,0.04915103947,3,1500,4800,1500,0.2743104706,0.877793506,0.2743104706,3530.960648
weekly,2026-01-16,subcategory,Stationery,노트,13085988,0.03352686537,8,200,6704,200,0.03978302764,1.333527086,0.03978302764,1961.563444
weekly,2026-01-16,subcategory,Lifestyle,가드닝,20380,0.00005221443855,1,100,1572,100,0.09823182711,1.544204322,0.09823182711,20
weekly,2026-01-16,subcategory,Bag&pouch,하드케이스 파우치,23446812,0.0600717431,4,200,5065,200,0.03744415407,0.9482732019,0.03744415407,4188.205768
weekly,2026-01-16,subcategory,Lifestyle,네임택,433300,0.001110133279,1,100,400,100,0.02326122354,0.09304489416,0.02326122354,100
weekly,2026-01-16,subcategory,Tech,충전패드,5064000,0.0129741863,2,300,2000,300,1.386748844,9.244992296,1.386748844,24000
weekly,2026-01-16,subcategory,Awards & Recognition,트로피,13723500,0.0351601986,2,234,2270,234,0.05899655433,0.5723170014,0.05899655433,3500
weekly,2026-01-16,subcategory,Tech,시계,1994300,0.005109482571,1,180,1526,180,0.5973451327,5.064159292,0.5973451327,4900
weekly,2026-01-16,subcategory,Tech,계절가전,5977724,0.01531518658,2,0,80,0,0,0.06752897138,0,5047.276265
