movement_id,이슈카테고리,입하예정일,실제입하일,프로젝트_발주자,출하장소,project_name,item (통합) (from order),이동수량_예정,입하수량,검수수량,불량수량_샘플링검수,재제작/추가제작,운영이슈내용(by물류),운영이슈개선여부,운영이슈개선방안_SCM,수량이슈내용,수량이슈대응방안_SCM,품질이슈내용구분,품질이슈대응필요여부,품질이슈내용,품질등급최초판정,품질등급의견_SCM,품질등급의견판단사유_SCM,품질이슈대응방안_SCM,이슈발생_Report,대표품목 계정구분 (from task)
MM00157961,품질이슈,2025.9.15,2025.9.15,정승윤,신시어리웨일즈 주식회사,PNA35193-티에스씨,"UV, UV, 밸류무선충전마우스패드",100,101,1,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"주황색 텍스트 외곽으로 검은색이 비춰 보이는데 시안상으로는 없는 부분이라 확인 필요 해 보입니다.

",C급,B급,해당 이슈는 인쇄 구현상 한계인 부분으로 정상입고 합니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recta3OiFHrtbGxQh,"8.수익,8.수익"
MM00158027,품질이슈,2025.9.15,2025.9.16,김민지,유엘상사,PNA35277-아크리얼,"가죽슬리브, 색박(음각), 가죽슬리브",38,51,10,7,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄퀄리티 이슈입니다.
샘플검수 수량  대부분 인쇄가 고르지 못하여 확인 후 입고여부 체크 부탁드립니다.",C급,B급,,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recz99GNYvMdiNNvQ,5.상품
MM00158455,품질이슈,2025.9.15,2025.9.15,김민지,유어백,PNA35465-달서구청,"포켓마켓백, 완제품공임(포켓마켓백), 포켓마켓백, 실크",445,445,15,15,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"최하단 E아래부분  인쇄끊김이 있습니다
샘플링검수수량  모두에서 동일하게 발생하여 이슈설정합니다
다만 끊김 부분이  크지않아 정상입고 처리 가능
여부 확인 부탁드립니다",B급,B급,시안의 최하단부로 전반적으로 눈에 띄지 않는것으로 판단하여 납품후 후속대응 하겠습니다.,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recn9Xu9zSKHBxM6B,5.상품
MM00158767,품질이슈,2025.9.15,2025.9.15,김민지,(주)승화파트너스,PNA35614-멋쟁이사자처럼,"데일리짐색, 데일리짐색, 케어라벨(전용), 패브릭디지털, 데일리짐색_바이어스/스트링",176,176,1,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"검은색에 카키빛이 같이 돌아 이슈설정하였고,
발주담당자님 확인  후 정상입고 처리합니다.
공유차 이슈 설정합니다",B급,A급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reclz6igAB4TxAy3a,5.상품
MM00158991,품질이슈,2025.9.15,2025.9.12,남인호,신시어리웨일즈 주식회사,PNA35337-소만사,"킵세이프마그넷배터리2.0, 킵세이프마그넷배터리2.0, UV",301,301,1,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"정렬로 보면 좌측으로 쏠려있고 기울기는 우측으로 기울어져 있습니다.
개선 가능할지 확인 부탁드립다. 어렵다면 b급 입고여부도 확인 부탁드립니다. ",C급,B급,B급 수준으로 판단되어 정상입고 요청드립니다. (탬플릿 기재 확인),정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recAV2unQXYvWVzlx,8.수익
MM00159218,품질이슈,2025.9.15,2025.9.15,김민정,주식회사 에벤에셀기업,PNA35830-고대구로병원,"스탠리데일리텀블러, 스탠리데일리텀블러, 주의사항표기서, 레이저각인",52,52,14,3,,,,,,,기타,대응 필요,"레이저각인 부분 마감처리 제대로 되지 않은 것 같습니다.
광택없고 까맣게 각인되어 있습니다.
",C급,C급,"우선 출고 후 대응해야할 것 같습니다.
업체와 레이저 인쇄에 대한 품질 기준을 서로 협의하지 못한 상태이고,
근본적인 해결을 떠나서 현재 일정상 재제작이 어려운 점 확인했어요.","""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recEhJzp69sa3cgyr,8.수익
MM00159718,품질이슈,2025.9.15,2025.9.15,,주식회사 베러웨이시스템즈,PNA35555-ETSKorea,띠지(S),523,523,523,,,,,,,,시안 (색상 일치도),대응 필요,"색상이 연보라와 조금 더 파란빛이 도는 색이 섞여있습니다
발주수량 505장
입하수량 523장으로 보라 177장 조금더 파란빛이 도는것이 346장입니다.
색상차가 크지는 않으나 여유수량도 많지 않아 입고처리 여부 확인 요청드립니다",B급,B급,실물 확인하였습니다. B급 입하부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recTRqkqr9ZaBsI83,5.상품
MM00160823,품질이슈,2025.9.15,2025.9.15,김민지,(주)아이아트텍스,PNA34834-링스어태치먼트,"이염방지페이퍼(스포츠타월), 전사, 액티브스포츠타월, 액티브스포츠타월(원단), 샘플(전사)",1,2,2,,재제작,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,2개 입하 분 중 1개가 원단 전체에 빨간빛이 돌고 로고 주위에도 로고 색상이 번져있습니다.,C급,B급,1개 재제작 하여 입고 예정입니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recksCi06hQ0ntgWp,5.상품
MM00160874,품질이슈,2025.9.15,2025.9.15,육승미,디지탈준,PNA34580-EGA(BMW바바리안모터스),"올데이텀블러(UV), UV",52,52,15,1,재제작,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"로고 하단 작은 찍힘이 있고 둥근얼룩이 있으나 지워지지 않습니다.
이슈로 재제작한 건이라 보수적으로 검수하였고, b급 입고여부 확인 부탁드립니다.",,B급,"이슈로 올려주신 1개 실물확인하였는데 
[고객 안내에 기재된 부분(까짐)+얼룩이 눈에 띄지 않음]으로 B급 입고는 가능하나,
불량 대비하여 여유 수량 2개 추가하여 발주한 건으로
해당 기물 제외 후 52개만 입고 부탁드리며, 
불량 기물 1개는 SS에 박스에 보관 부탁드립니다.",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recfSpocovqPl73dN,8.수익
MM00155103,품질이슈,2025.9.12,2025.9.12,김민지,(주)승화파트너스,PNA35115-imperator.co,"데일리짐색, 데일리짐색, 케어라벨(전용), 패브릭디지털, 데일리짐색_바이어스/스트링, 샘플(본제작과동일옵션)",204,204,1,,,,,,,,시안 (색상 일치도),이슈 진위여부 확인 필요,바뀐 시안으로 생산이 되었으나 색상 이슈가 있어 공유 드립니다. ,C급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recrq7ewSv1KFC1Wy,5.상품
MM00157520,품질이슈,2025.9.12,2025.9.12,김민지,"명품전사,웰빙세라믹스",PNA34930-인세션,"레터링유리머그, 레터링유리머그, 전사, 골지단품박스",54,55,11,1,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"시안상 팬톤 158c이나 159c와 유사하고 오차범위 이내로 정상입고 처리합니다.
공유차 이슈설정 하였습니다.
+ 지워지지 않는 얼룩이 있는 것이 있어 1개 불량처리 하겠습니다.",B급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rectn6UGdFKdPwVDu,8.수익
MM00157608,품질이슈,2025.9.12,2025.9.8,김민지,(주)승화파트너스,PNA35675-윈컴에스티,"하이킹폴딩방석, 하이킹폴딩방석, 패브릭디지털, 하이킹폴딩방석_바이어스/고정밴드",202,202,50,50,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"오른쪽 하단 작은로고(브랜드)가 육안으로 확인이 어렵습니다.
같은 프로젝트 내 다른색상은 명확하게 확인이 되어 더 비교가 될 것 같아 확인 후 입고하고자 이슈 설정합니다.
정상입고 처리 여부 확인 부탁드립니다.",C급,B급,"재질과 시안 컬러 특성상 하늘색이 연하여 더 구현이 안된것으로 보이나,
납품 후 후속대응 하겠습니다 :)","""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recPApDwbHkDAhc0a,5.상품
MM00158423,품질이슈,2025.9.12,2025.9.15,김민지,신명인쇄,PNA35603-인티그레이션(메디스트림),"레디고런치박스_투명캡, 레디고런치박스_투명캡, 실크",138,138,1,,,,,,,,시안 (색상 일치도),대응 필요,팬톤값이랑 안 맞습니다 ,C급,B급,월요일 임가공 출고건으로 납품 후에 대응하겠습니다.,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec3UpOyzNvUKZs1Z,8.수익
MM00158686,품질이슈,2025.9.12,2025.9.11,김민지,개미기획,PNA35343-머크,"무광스트링파우치(L), 무광스트링파우치, 실크",100,103,25,25,,,,,,,시안 (시안 일치도),대응 필요,"여백 좌: 41mm / 우 32mm
인쇄가 중앙에서 오른쪽으로 치우쳐져 있습니다.
오차범위 외라고 판단하여 이슈 설정합니다.",C급,C급,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reciYY8Z1kKI6A7zH,8.수익
MM00159019,품질이슈,2025.9.12,2025.9.8,김민지,개미기획,PNA35644-LG이노텍,"무광스트링파우치, 무광스트링파우치, 실크",101,104,35,3,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 불필요(공유 리포팅),"파우치 원단 뜯김이 있는 것들이 있어 c급 불량처리 하였습니다.
104개 입하되어 3개 불량으로 여유수량은 1개만 입고 합니다.",C급,C급,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recEPQnXEhPT0vz5R,8.수익
MM00159051,품질이슈,2025.9.12,2025.9.11,육승미,(주)이삭반도체,PNA35400-뷰미디어,"메시지캐리어파우치, 메시지캐리어파우치, UV",100,101,20,2,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,인쇄 번짐 이슈가 있습니다. 입고수량 101개에 불량수량 2개 발생으로 1개 부족입니다. 확인 부탁드립니다. ,C급,B급,"생산 팀에서 UV인쇄 지우는 용액으로 1개 B급정도로 보수하였습니다.
파란렉 위에 B급, C급 표기하여 구분해두었습니다. 
C급 1개 ss 샘플 바구니(까만색 바구니)에 보관 부탁드립니다! ",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recH3tPpOd3IqVCq2,8.수익
MM00159617,품질이슈,2025.9.12,2025.9.15,김민지,유노타월 유노디자인,PNA35863-바른핑거스,"브랜디드 타월, 브랜디드 타월, 자수",505,505,25,,,,,,,,"변형 (접힘, 눌림, 찌그러짐 자국)",대응 필요,눌림 자국이 선명한 것이 있어 불량여부 체크 부탁드립니다.금일 외주임가공 이동건이라 빠른 확인부탁드립니다.,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec93FUtFIqCr5EQf,8.수익
MM00155889,품질이슈,2025.9.11,2025.9.11,김민지,"홍보요업,하나 세라믹",PNA34163-금성출판사,"데일리머그, 데일리머그, 전사",3086,3090,125,4,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 불필요(공유 리포팅),"손잡이와 시안사이의 규격 :37mm이나 4mm정도 규격이 보이는 것을 확인하였습니다. 육안상 보이기에 큰 차이는 없어 B급으로 처리 예정입니다. 

",B급,B급,육안상 정상범위로 보여 B급 입고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec97aNvuwO2cQFck,8.수익
MM00157974,품질이슈,2025.9.11,2025.9.11,김민지,신명인쇄,PNA35193-티에스씨,"실크, 미르텀블러",102,102,20,2,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 불필요(공유 리포팅),"오염이 심한 것 2개 발견하여 지워서 입고 하였습니다.
전체적으로 하단의 작은 폰트의 인쇄가 고르지 못하고 끊기는 듯 하나 가이드상 안내된 것으로 보고 b급으로 입고하겠습니다. ",B급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec20pfnWLHgYpNs7,8.수익
MM00158363,품질이슈,2025.9.11,2025.9.11,김민지,개미기획,PNA35602-조스리스튜디오,"슬로건다이어리(실크인쇄), 실크",151,151,20,2,,,,,,,시안 (시안 일치도),대응 불필요(공유 리포팅),"뒷판 공박 위치가 중앙에서 우측으로 치우쳐져 있는 이슈입니다.
시안상 좌측 57mm/실물 60mm입니다.
가이드 상 오차범위 내로 b급 입고 처리하며 공유차 이슈 설정합니다.",B급,B급,,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recJNe56AnclkSEOV,8.수익
MM00158418,품질이슈,2025.9.11,2025.9.8,육승미,강천FNT,PNA35603-인티그레이션(메디스트림),"클리어리유저블컵, 클리어리유저블컵_리드(스탠다드리드), 클리어리유저블컵_바디(473ml), UV실크",134,135,25,1,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"인쇄 작업 시 묻은 지문이 지워지지 않아 c급 불량처리합니다.(보라색 지문 ㅎ)
여유수량 있어 수량에는 문제 없으나 하기 내용 공유차 이슈설정 했습니다.
이번에 기물이 변경 된 것으로 입하 된 것으로 보이는데 기존 기물보다 두께감도 있고 기스 없이 깨끗합니다.👍",B급,B급,"작업 시 주의 요청 드리겠습니다. 확인 감사드립니다!
여유 수량 내 입고 가능한 것으로 확인하여 이슈 종결하겠습니다 :)",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recn6Vym8hMJpVVn0,8.수익
MM00159050,품질이슈,2025.9.11,2025.9.8,육승미,서울디지털인쇄협동조합,PNA35400-뷰미디어,모션스탠다드박스_커버(Tower),170,170,170,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"하얀배경에 검은 얼룩이 묻은 이슈인데요.
표지의 검은 인쇄가 반대편 백지에 묻어난 것 같습니다.
흐리거나 미세한 정도가 아니고 눈에 띄는 정도이고 전량에서 발생하여 이슈 설정합니다.",C급,C급,"무광 코팅 옵션 추가하여 재제작하겠습니다!
관련 내용 정리 후 스레드에 기재해두겠습니다",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recVugoDIr9DGeW85,5.상품
MM00159424,품질이슈,2025.9.11,2025.9.9,육승미,서울디지털인쇄협동조합,PNA35502-종로문화재단,배경지,327,328,1,,,,,,,,시안 (색상 일치도),대응 필요,"시안은 노란색이나 실물은 연두색으로 모니터상의 색상차로 보기에는 차이가 다소 커보입니다.
b급으로 입고 가능할지 확인 부탁드립니다.",C급,B급,"1. Hue 값 상 노란색, 연두색 경계 부분에 있으나 노란색에 가까움 
2. 다만 Green값이 Red값보다 살짝 높아 옅은 연두빛이 올라오는게 정상

정상 입고 부탁드립니다! ",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recD1pRzMA3htII53,8.수익
MM00160553,품질이슈,2025.9.11,2025.9.11,김민지,개미기획,PNA35343-머크,"무광스트링파우치(L), 실크, 무광스트링파우치",100,103,25,3,재제작,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 불필요(공유 리포팅),"오염2개
기스1개
103개 입하,3개 불량으로 100개 입고 처리하였습니다.
여유없이 정수량 입고하여 공유차 이슈 설정합니다.",C급,B급,3개빼고 정수량만 입고,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recPwR45DrvS4CEZl,8.수익
MM00158375,품질이슈,2025.9.10,2025.9.8,김민지,타우하이텍,PNA35602-조스리스튜디오,"리컵, 레이저각인",150,151,15,1,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"뚜껑 곡면 부분 인쇄 왜곡이 있는 것이 있어 공유드립니다.
(옵티마)
첨부사진이 조금 심한편이고 조금 덜 한 것들이 몇 개 있습니다.
위 건 기준으로 나머지도 판단하면 될 것 같아 b급으로 입고 가능할지 확인 부탁드립니다.",B급,C급,1개 제외하고 출고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec43Nred4MgN3XtW,8.수익
MM00158995,품질이슈,2025.9.10,2025.9.11,육승미,주식회사 꾸띠잔홀딩스,PNA35604-주한미국대사관협회,"매트블랙텀블러, 매트블랙텀블러, 실크",204,204,20,10,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,인쇄 퀄리티 이슈 입니다. 인쇄가 뭉쳐있는 것 고르지 않은 이슈가 있었습니다. B로 입고 가능할지 확인부탁드립니다. ,B급,B급,"실물 확인해보았는데 B급 수준으로 판단되어 정상입고하겠습니다.
다만 개선은 필요한 부분이라서 협력사에 개선 요청하겠습니다!
추후 입고건에서 동일한 이슈 발생시 이슈 공유 부탁드립니다.",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recCXkWonhuZntpqS,8.수익
MM00158348,품질이슈,2025.9.9,2025.9.5,육승미,서울디지털인쇄협동조합,PNA35293-한국에이버리데니슨,사각스티커,80,80,80,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"기존과 동일한 색상 이슈인데요.
여유수량으로 충분히 보충 가능하여 정상 입고 처리하였고, 개선방안에 대해 논의 후 처음 입하 된 것이라 공유차 이슈 설정하였습니다.
빠르게 이슈 개선에 힘써주셔서 저희도 검수 / 입고시 지연없이 빠르게 업무 진행할 수 있게 되었고 해당 건들은 색상확인 스티커를 붙여 입고하고 임가공시 비슷한 톤의 스티커로 작업 해 주시기로 하였습니다. 감사합니다🙂",B급,B급,"피드백 감사드립니다! 추후 운영 시 피드백 참고하여 개선해가겠습니다.
혹시라도 여분이 부족하거나 다소 심한 차이 발생 시 이슈로 공유 부탁드립니다. (여유 분량 추가 등으로 개선 예정)

검수팀, 임가공팀에서 양해해주셔서 감사합니다 :)",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recdU8RHHCSLe0QAq,8.수익
MM00157598,품질이슈,2025.9.8,2025.9.8,육승미,강천FNT,PNA35513-디포그,"클리어리유저블컵, 클리어리유저블컵_리드(스탠다드리드), 클리어리유저블컵_바디(473ml), UV실크, 단품박스",504,505,30,1,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"본 프로젝트 건으로 입하 된 것은 잔기스들이 조금 있으나 b급으로 입고하였고 큰 기스가 있는 것은 c급 으로 처리하였습니다.
본 제품이 이슈가 잦아 여유수량을 늘리는 것으로 전달 받았는데 이 건은 500개 발주 중 5개 여유로 더 입하되었습니다. 여유수량은 대략 몇 프로로 알고 있으면 될까요?",B급,B급,"협력사 변경되고 기물 전수 검수 하여 인쇄 작업 진행하였으나, 
일부 기스 발생한 점 협력사에서도 인지하고 있어 원인 파악 중입니다. 

우선 최초 발주 2건(130개, 500개)은 여분 5개 추가 발주하였으며, 
여분 수량은 추후 불량률 확인 후 정하고자 합니다.

당분간 이슈관리차 아래와 같이 여유수량 확보하겠습니다 

300개 이하: 3개
300개 초과: 1% 추가 발주

혹시라도 이번에 검수하시면서 여분 추가로 필요할 것으로 예상되신다면 피드백 주셔도 좋을 것 같습니다 !!",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recQ53CzxSS9TFWFv,8.수익
MM00159620,품질이슈,2025.9.8,2025.9.8,김민지,신명인쇄,PNA35125-(주)신원,"트리플컬러펜, 트리플컬러펜, 실크",100,100,101,,재제작,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"재제작 건 입하되었고, 색상은 확실히 개선 되었는데요.기스, 오염, 끈적임 등으로 입하 어려운 것이 45개 입니다.
닦아지는 것은 닦아서 입고하겠으나 반복되는 이슈로 4분기에는 검수단에서 지워서 입고하는 것은 어려울 수 있습니다.",C급,B급,끈적이 개선이 되지 않아 보수하여 입고필요,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recq527WVtjXigNDF,8.수익
MM00151393,품질이슈,2025.9.5,2025.9.5,이난영,(주)청산인쇄,PNA31189-25년7월_재고생산,슬로건다이어리,1198,1200,120,2,,,,,,,기타,,"불량상품2개  사진첨부 
ㄴ 입고수량에 여분이 없었음.",,C급,"해당건 2차로 나뉘어져 입하 예정이고, 불량대체용 여분수량도 2차 수량과 함께 입하 될 예정입니다. 샘플링 검사 후에 발생한 불량 2권은 폐기부탁드립니다. ",,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recn95wqEEWtxEvOj,5.상품
MM00157088,품질이슈,2025.9.5,2025.9.5,정승윤,신시어리웨일즈 주식회사,PNA35517-공책서가,"아트워크레더다이어리_커버, 아트워크레더다이어리, UV, 샘플(UV인쇄)",153,160,1,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"생산샘플과 색상차가 있습니다.
완전히 동일하게 작업하는 것은 불가능하다 확인 해 주셔서 참고차 이슈 설정합니다.",B급,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recua8MRu5HR8fWN7,8.수익
MM00157138,품질이슈,2025.9.5,2025.9.4,육승미,주식회사 꾸띠잔홀딩스,PNA34663-굿피플인터내셔널,"미니멀스텐머그, 미니멀스텐머그, 실크",201,202,20,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄 부분이 매끄럽지 못하고 우글거리는 것 처럼 보이는 이슈입니다.
기물 특성상 발생할 수 있는 부분 인지하고 있으나 로고가 전반적으로 곡선으로 되어 있어 더 도드려져 보이는 듯 하여 더블 체크차 이슈 설정합니다.
b급으로 입고 가능할까요?",,B급,"해당 기물에서 번짐은 종종 발생하였으나, 검수팀에서 B급으로 확인하고 이슈 히스토리를 남기지 않았던 것 같습니다. 
다만 이번 건의 경우 다소 번짐이 두드러져 보이며, 사전 고객 안내된 부분이 아니어서 개선이 필요한 부분으로 판단됩니다.
이번 건은 정상입고 및 납품 후 대응으로 진행하되, 협력사에 개선 요청드리겠습니다.
202개 입고로 확인되어 여분 중 1개는 협력사 문의 및 추후 이슈 대응용으로 scm에서 보관하겠습니다.
입고 수량 201개로 조정 부탁드립니다!","""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recKLenKl9zcYs4eK,5.상품
MM00157729,품질이슈,2025.9.5,2025.9.5,정승윤,신시어리웨일즈 주식회사,PNA35092-주식회사라쿤,"월드와이드멀티어댑터, UV",60,61,1,,,,,,,,시안 (색상 일치도),대응 필요,"시안대비 푸른빛에 가깝고 어둡게 표현 되었습니다.
uv특성상 색이 시안보다 진하고 톤다운 될 수 있는점 인지하고 있으나 시안의 초록빛보다 청색에 가까운 파란빛이 돌아 개선 가능할 지 확인 부탁드립니다.(실물보다 사진이 더 밝음)",C급,A급,"색상이슈 확인하였습니다.
> 화이트를 4번 깔아 샘플 재생산 > 이슈처리 완료",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recipSS7pVEvvKAMR,8.수익
MM00158006,품질이슈,2025.9.5,2025.9.4,남인호,신시어리웨일즈 주식회사,PNA35708-티씨씨,"UV, 퀵차지도킹형보조배터리(UV)",101,101,1,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 불필요(공유 리포팅),"본품 후면 로고의 위,아래 중앙정렬이 맞지 않습니다.
하지만 고객안내가이드에 2-3mm 오차 발생 가능성에 대한 안내 확인하였고 범위 내 오차라 판단하여 정상입고 처리합니다.",B급,B급,"해당 기물 인쇄는 2-3mm 오차 범위가 발생할 수 있으며, 
전달 주신 사진상 B급 수준으로 확인 됩니다.
정상입고 부탁드립니다.",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recMyF9UTTFjuovyI,8.수익
MM00157687,품질이슈,2025.9.4,2025.9.4,김민지,신명인쇄,PNA35125-(주)신원,"트리플컬러펜, 트리플컬러펜, 실크",101,101,1,,,,,,,,시안 (색상 일치도),대응 필요,시안은 회색의 팬톤 컬러이나 실물은 카키색으로 인쇄 되었습니딘,C급,C급,재제작,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recHXDow5Cdggampz,8.수익
MM00158557,품질이슈,2025.9.4,2025.9.3,육승미,데이비드테크(주),PNA35608-프롬랩스,"밸류무선충전마우스패드, 밸류무선충전마우스패드",201,201,201,,,,,,"발주수량 121ea
입하수량 121ea
불량수량 1ea 발생으로 정수량대비 1개 부족합니다.",,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"본품에 찍힘이 심한 것이 있습니다.
복원 불가능하여 c급 불량처리 하였고 200ea 입고 처리하였습니다. 불량 건 처리여부 확인 부탁드립니다.",C급,C급,"불량 폐기 부탁드립니다.
1개 회수 없이 무상으로 제공받기로 하여서 폐기증빙 없이 폐기 부탁드립니다 :)",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recUpIafAz6qbjbPD,5.상품
MM00157020,품질이슈,2025.9.3,2025.9.2,김민지,유노타월 유노디자인,PNA35453-울타리USA,"브랜디드 타월, 브랜디드 타월, 자수",503,505,50,4,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"올나감 3장,
사이드 박음질 미스1장으로 4장 불량 발생하였습니다.
박음질이슈는 사이드 보더 부근 원단 루프가 한줄 같이 박음질이 되었습니다. 해당 이슈는 b급 입고 가능할 것으로 보이는데 입고 가능할지 확인 부탁드립니다.",C급,B급,"올풀림 현상의 경우 컷팅하여 사용가능하며, 바이어스 부분 실밥 씹히는것은 심한것 1개 제외하고 B급으로 출고 부탁드립니다. (협력사와 검수 협의 함)",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recwws4rBs7PYfDFq,8.수익
MM00157342,품질이슈,2025.9.3,2025.9.3,김민지,개미기획,PNA34755-FM커뮤니케이션즈,"무광스트링파우치(M), 무광스트링파우치, 실크",333,333,,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"인쇄가 고르지 못하게 구현 된 듯하나 정도가 심하지 않아 b급 처리 하고자 하는데 의견 여쭙고자 이슈설정 합니다.
사진으로는 잘 전달이 안되네요🥲
실물 확인 해 주시면 좋을 것 같아요.",B급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reckReh41duwcV2Qh,8.수익
MM00155303,품질이슈,2025.9.2,2025.8.26,김민지,(주)아이아트텍스,PNA34844-랄랄라,"액티브스포츠타월(원단), 액티브스포츠타월, 이염방지페이퍼(스포츠타월), 전사, 타월스트랩(커스텀인쇄), 전사",102,102,22,1,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 불필요(공유 리포팅),"초크자국일까하여 물로 닦아보았으나 지워지지 않고 싸인펜 등의 잉크인 듯 보입니다.
외곽부분이고 같은 파란계열이라 크게 눈에 띄지 않는 것으로 보여 b급 입고처리하며, 공유 차 이슈 설정합니다.",B급,B급,,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec5CvQDZPQoDX2D0,5.상품
MM00155797,품질이슈,2025.9.2,2025.9.2,이난영,(주)청산인쇄,PNA35399-삼성전자,"디자이너노트, 디자이너노트_커버(컬러플랜), 색박(음각), 공박(양각), 디자이너노트_내지(무지)",1413,1413,1415,,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"기스,눌림,오염 등으로 20권 c급 불량 처리하였고,
정수량에서 8권 부족한 상태입니다.
다영으로 직입하 건이라 입하시 직접 검수하지 않고 우선 1차로 다영에서 검수 후 에이원으로 받아 재검수 하였으나 b급으로 출고 어려워 보여 재제작 필요 할 듯 합니다.(출고일자 : 9/9)",C급,C급,해당 건 긴급제작건이고 재작업시 납품 일정조율이 어려워  cx와 논의 후 정상 출고 하기로 협의하였습니다. ,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recmrgd493bfvx5Re,5.상품
